,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,233.0,175.0,57.0,0.0,0.0,112.0,36.0,404.0
EPAD,691.0,175.0,79.0,0.0,3.0,140.0,22.0,127.0
NACC,214.0,25.0,8.0,28.0,25.0,88.0,36.0,82.0
EMIF,199.0,79.0,27.0,37.0,24.0,223.0,51.0,374.0
JADNI,55.0,18.0,15.0,0.0,5.0,18.0,7.0,79.0
