,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,258.0,136.0,42.0,0.0,3.0,161.0,32.0,385.0
EPAD,676.0,250.0,90.0,0.0,3.0,83.0,8.0,127.0
NACC,186.0,57.0,26.0,22.0,14.0,61.0,49.0,91.0
EMIF,234.0,60.0,59.0,15.0,6.0,223.0,116.0,301.0
JADNI,56.0,21.0,12.0,0.0,10.0,12.0,6.0,80.0
