,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,293.0,175.0,0.0,28.0,76.0,127.0,0.0,318.0
EPAD,770.0,144.0,27.0,5.0,3.0,170.0,10.0,108.0
NACC,179.0,35.0,25.0,30.0,17.0,68.0,55.0,97.0
EMIF,310.0,198.0,44.0,62.0,17.0,107.0,20.0,256.0
JADNI,54.0,21.0,14.0,0.0,10.0,12.0,6.0,80.0
