,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,262.0,105.0,0.0,15.0,68.0,181.0,0.0,386.0
EPAD,639.0,222.0,85.0,0.0,3.0,120.0,13.0,155.0
NACC,191.0,25.0,5.0,44.0,35.0,87.0,31.0,88.0
EMIF,157.0,124.0,23.0,57.0,43.0,177.0,23.0,410.0
JADNI,54.0,21.0,14.0,0.0,10.0,12.0,6.0,80.0
