,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,293.0,122.0,31.0,0.0,6.0,200.0,17.0,348.0
EPAD,676.0,250.0,90.0,0.0,3.0,83.0,8.0,127.0
NACC,157.0,29.0,23.0,32.0,22.0,83.0,54.0,106.0
EMIF,294.0,180.0,31.0,78.0,31.0,125.0,28.0,247.0
JADNI,61.0,18.0,10.0,0.0,7.0,19.0,5.0,77.0
