,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,296.0,186.0,1.0,18.0,58.0,126.0,0.0,332.0
EPAD,691.0,176.0,80.0,0.0,3.0,139.0,22.0,126.0
NACC,142.0,53.0,30.0,40.0,13.0,51.0,58.0,119.0
EMIF,313.0,185.0,34.0,69.0,31.0,115.0,19.0,248.0
JADNI,59.0,18.0,12.0,0.0,5.0,18.0,6.0,79.0
