,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,266.0,106.0,0.0,32.0,96.0,170.0,0.0,347.0
EPAD,676.0,249.0,90.0,0.0,4.0,81.0,9.0,128.0
NACC,195.0,23.0,6.0,41.0,38.0,87.0,32.0,84.0
EMIF,245.0,144.0,43.0,47.0,27.0,148.0,30.0,330.0
JADNI,54.0,21.0,14.0,0.0,10.0,12.0,6.0,80.0
