,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,290.0,126.0,0.0,49.0,110.0,148.0,0.0,294.0
EPAD,639.0,224.0,84.0,0.0,4.0,119.0,13.0,154.0
NACC,201.0,31.0,15.0,21.0,23.0,87.0,43.0,85.0
EMIF,304.0,213.0,42.0,53.0,17.0,104.0,20.0,261.0
JADNI,60.0,21.0,8.0,0.0,11.0,13.0,5.0,79.0
