,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,245.0,105.0,34.0,0.0,6.0,187.0,29.0,411.0
EPAD,639.0,223.0,85.0,0.0,3.0,120.0,13.0,154.0
NACC,217.0,21.0,12.0,23.0,14.0,103.0,45.0,71.0
EMIF,240.0,122.0,22.0,68.0,45.0,164.0,21.0,332.0
JADNI,43.0,1.0,17.0,0.0,2.0,31.0,14.0,89.0
