,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,272.0,133.0,1.0,8.0,49.0,170.0,0.0,384.0
EPAD,769.0,144.0,27.0,5.0,3.0,171.0,10.0,108.0
NACC,173.0,39.0,32.0,18.0,8.0,65.0,60.0,111.0
EMIF,212.0,188.0,25.0,64.0,36.0,130.0,21.0,338.0
JADNI,50.0,5.0,7.0,0.0,7.0,30.0,8.0,90.0
