,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,307.0,176.0,1.0,17.0,56.0,146.0,0.0,314.0
EPAD,760.0,160.0,11.0,15.0,14.0,159.0,2.0,116.0
NACC,181.0,36.0,34.0,24.0,14.0,66.0,54.0,97.0
EMIF,332.0,129.0,91.0,19.0,5.0,141.0,68.0,229.0
JADNI,46.0,22.0,21.0,0.0,5.0,11.0,7.0,85.0
