,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,257.0,115.0,1.0,11.0,55.0,176.0,0.0,402.0
EPAD,990.0,124.0,13.0,7.0,5.0,68.0,0.0,30.0
NACC,205.0,41.0,30.0,20.0,15.0,60.0,54.0,81.0
EMIF,233.0,67.0,22.0,51.0,50.0,220.0,40.0,331.0
JADNI,45.0,5.0,12.0,0.0,5.0,28.0,10.0,92.0
