,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,291.0,164.0,1.0,9.0,42.0,151.0,0.0,359.0
EPAD,639.0,222.0,85.0,0.0,3.0,120.0,13.0,155.0
NACC,150.0,45.0,25.0,23.0,10.0,80.0,49.0,124.0
EMIF,309.0,85.0,96.0,13.0,15.0,170.0,97.0,229.0
JADNI,60.0,25.0,12.0,0.0,5.0,17.0,6.0,72.0
