,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,266.0,120.0,0.0,19.0,72.0,167.0,0.0,373.0
EPAD,1014.0,46.0,6.0,6.0,5.0,143.0,0.0,17.0
NACC,184.0,49.0,41.0,14.0,8.0,58.0,58.0,94.0
EMIF,330.0,157.0,58.0,38.0,17.0,132.0,36.0,246.0
JADNI,51.0,0.0,13.0,0.0,1.0,32.0,16.0,84.0
