,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,300.0,175.0,0.0,21.0,67.0,136.0,0.0,318.0
EPAD,724.0,95.0,0.0,128.0,86.0,132.0,0.0,72.0
NACC,177.0,36.0,30.0,11.0,7.0,70.0,67.0,108.0
EMIF,216.0,82.0,34.0,34.0,15.0,211.0,54.0,368.0
JADNI,45.0,16.0,24.0,0.0,3.0,14.0,8.0,87.0
