,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,282.0,145.0,0.0,19.0,65.0,154.0,0.0,352.0
EPAD,807.0,177.0,11.0,20.0,9.0,112.0,2.0,99.0
NACC,186.0,49.0,33.0,23.0,8.0,56.0,54.0,97.0
EMIF,296.0,65.0,67.0,30.0,34.0,194.0,82.0,246.0
JADNI,62.0,25.0,10.0,0.0,7.0,18.0,5.0,70.0
