,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,279.0,144.0,0.0,23.0,78.0,144.0,0.0,349.0
EPAD,639.0,224.0,84.0,0.0,4.0,119.0,13.0,154.0
NACC,188.0,48.0,41.0,10.0,6.0,59.0,69.0,85.0
EMIF,282.0,55.0,80.0,15.0,15.0,215.0,137.0,215.0
JADNI,59.0,21.0,8.0,0.0,11.0,14.0,5.0,79.0
