,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,301.0,196.0,1.0,14.0,51.0,132.0,0.0,322.0
EPAD,676.0,251.0,89.0,0.0,4.0,81.0,9.0,127.0
NACC,200.0,31.0,15.0,23.0,22.0,83.0,43.0,89.0
EMIF,324.0,128.0,79.0,25.0,15.0,150.0,57.0,236.0
JADNI,50.0,5.0,7.0,0.0,7.0,30.0,8.0,90.0
