,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,284.0,175.0,0.0,36.0,83.0,121.0,0.0,318.0
EPAD,733.0,198.0,85.0,0.0,3.0,98.0,15.0,105.0
NACC,195.0,43.0,27.0,26.0,13.0,59.0,54.0,89.0
EMIF,225.0,54.0,73.0,19.0,10.0,209.0,132.0,292.0
JADNI,60.0,19.0,9.0,0.0,10.0,17.0,5.0,77.0
