,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,217.0,120.0,41.0,0.0,1.0,149.0,29.0,460.0
EPAD,733.0,198.0,85.0,0.0,3.0,98.0,15.0,105.0
NACC,167.0,33.0,30.0,11.0,7.0,80.0,67.0,111.0
EMIF,322.0,93.0,96.0,14.0,6.0,162.0,92.0,229.0
JADNI,59.0,18.0,8.0,0.0,11.0,14.0,5.0,82.0
