,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,292.0,154.0,1.0,18.0,60.0,154.0,0.0,338.0
EPAD,676.0,250.0,90.0,0.0,4.0,81.0,9.0,127.0
NACC,179.0,57.0,16.0,34.0,18.0,58.0,37.0,107.0
EMIF,176.0,82.0,26.0,58.0,56.0,202.0,30.0,384.0
JADNI,61.0,18.0,10.0,0.0,7.0,19.0,5.0,77.0
