,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,259.0,108.0,0.0,17.0,71.0,177.0,0.0,385.0
EPAD,676.0,250.0,90.0,0.0,4.0,81.0,9.0,127.0
NACC,209.0,36.0,23.0,20.0,19.0,80.0,42.0,77.0
EMIF,325.0,156.0,163.0,16.0,27.0,107.0,68.0,152.0
JADNI,60.0,22.0,7.0,0.0,11.0,13.0,5.0,79.0
