,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,266.0,120.0,0.0,19.0,71.0,168.0,0.0,373.0
EPAD,1014.0,46.0,6.0,7.0,5.0,142.0,0.0,17.0
NACC,187.0,44.0,38.0,11.0,7.0,58.0,62.0,99.0
EMIF,267.0,111.0,39.0,36.0,21.0,183.0,38.0,319.0
JADNI,47.0,4.0,7.0,0.0,8.0,29.0,8.0,94.0
