,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,290.0,162.0,0.0,24.0,71.0,138.0,0.0,332.0
EPAD,789.0,52.0,0.0,232.0,80.0,68.0,0.0,16.0
NACC,185.0,34.0,24.0,12.0,10.0,90.0,58.0,93.0
EMIF,245.0,134.0,21.0,71.0,42.0,159.0,21.0,321.0
JADNI,59.0,19.0,11.0,0.0,7.0,16.0,5.0,80.0
