,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,290.0,145.0,0.0,41.0,93.0,134.0,0.0,314.0
EPAD,639.0,223.0,85.0,0.0,3.0,120.0,13.0,154.0
NACC,168.0,38.0,39.0,11.0,7.0,70.0,69.0,104.0
EMIF,332.0,111.0,88.0,23.0,12.0,150.0,69.0,229.0
JADNI,59.0,22.0,7.0,0.0,11.0,14.0,5.0,79.0
