,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,306.0,171.0,0.0,35.0,80.0,137.0,0.0,288.0
EPAD,676.0,250.0,90.0,0.0,3.0,83.0,8.0,127.0
NACC,146.0,42.0,37.0,18.0,9.0,74.0,59.0,121.0
EMIF,291.0,157.0,39.0,57.0,25.0,144.0,35.0,266.0
JADNI,56.0,18.0,15.0,0.0,5.0,17.0,7.0,79.0
