,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,306.0,152.0,18.0,0.0,14.0,179.0,8.0,340.0
EPAD,639.0,223.0,84.0,0.0,4.0,119.0,13.0,155.0
NACC,178.0,44.0,31.0,17.0,9.0,61.0,58.0,108.0
EMIF,241.0,37.0,51.0,15.0,21.0,251.0,115.0,283.0
JADNI,51.0,15.0,11.0,0.0,10.0,17.0,7.0,86.0
