,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,268.0,133.0,1.0,12.0,54.0,165.0,0.0,384.0
EPAD,676.0,250.0,90.0,0.0,3.0,82.0,9.0,127.0
NACC,180.0,41.0,38.0,11.0,6.0,60.0,68.0,102.0
EMIF,189.0,110.0,32.0,51.0,40.0,170.0,37.0,385.0
JADNI,59.0,21.0,8.0,0.0,11.0,14.0,5.0,79.0
