,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,301.0,185.0,0.0,24.0,69.0,132.0,0.0,306.0
EPAD,819.0,105.0,0.0,92.0,46.0,113.0,0.0,62.0
NACC,164.0,71.0,34.0,19.0,9.0,53.0,45.0,111.0
EMIF,208.0,61.0,48.0,27.0,25.0,218.0,75.0,352.0
JADNI,61.0,19.0,9.0,0.0,10.0,16.0,5.0,77.0
