,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,268.0,105.0,11.0,0.0,23.0,208.0,6.0,396.0
EPAD,639.0,222.0,85.0,0.0,3.0,120.0,13.0,155.0
NACC,183.0,40.0,19.0,23.0,16.0,71.0,54.0,100.0
EMIF,305.0,146.0,38.0,53.0,22.0,147.0,25.0,278.0
JADNI,61.0,20.0,16.0,0.0,3.0,20.0,8.0,69.0
