,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,239.0,196.0,61.0,0.0,0.0,106.0,30.0,385.0
EPAD,676.0,250.0,90.0,0.0,3.0,83.0,8.0,127.0
NACC,152.0,42.0,25.0,16.0,9.0,82.0,58.0,122.0
EMIF,314.0,180.0,40.0,50.0,14.0,129.0,25.0,262.0
JADNI,60.0,22.0,7.0,0.0,11.0,13.0,5.0,79.0
