,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,219.0,110.0,36.0,0.0,4.0,160.0,21.0,467.0
EPAD,817.0,47.0,0.0,151.0,84.0,114.0,0.0,24.0
NACC,156.0,79.0,26.0,19.0,11.0,48.0,47.0,120.0
EMIF,256.0,112.0,69.0,24.0,16.0,171.0,60.0,306.0
JADNI,60.0,28.0,9.0,0.0,10.0,12.0,5.0,73.0
