,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,258.0,97.0,0.0,29.0,95.0,176.0,0.0,362.0
EPAD,770.0,38.0,0.0,138.0,100.0,159.0,0.0,32.0
NACC,175.0,48.0,36.0,16.0,15.0,63.0,55.0,98.0
EMIF,215.0,54.0,75.0,12.0,6.0,214.0,135.0,303.0
JADNI,61.0,18.0,10.0,0.0,7.0,19.0,5.0,77.0
