,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,249.0,118.0,38.0,0.0,3.0,170.0,35.0,404.0
EPAD,733.0,197.0,86.0,0.0,3.0,98.0,15.0,105.0
NACC,174.0,56.0,19.0,27.0,14.0,58.0,40.0,118.0
EMIF,307.0,175.0,46.0,51.0,16.0,130.0,25.0,264.0
JADNI,56.0,19.0,14.0,0.0,7.0,15.0,6.0,80.0
