,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,312.0,171.0,5.0,8.0,38.0,165.0,0.0,318.0
EPAD,690.0,176.0,81.0,0.0,3.0,139.0,21.0,127.0
NACC,165.0,40.0,38.0,16.0,7.0,71.0,61.0,108.0
EMIF,269.0,130.0,44.0,41.0,17.0,167.0,35.0,311.0
JADNI,61.0,19.0,9.0,0.0,10.0,16.0,5.0,77.0
