,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,275.0,130.0,1.0,15.0,63.0,171.0,0.0,362.0
EPAD,918.0,137.0,0.0,79.0,14.0,59.0,0.0,30.0
NACC,189.0,24.0,14.0,20.0,20.0,101.0,47.0,91.0
EMIF,234.0,57.0,48.0,27.0,15.0,220.0,119.0,294.0
JADNI,49.0,8.0,5.0,0.0,11.0,24.0,7.0,93.0
