,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,262.0,210.0,40.0,0.0,4.0,113.0,19.0,369.0
EPAD,676.0,251.0,89.0,0.0,4.0,82.0,8.0,127.0
NACC,184.0,51.0,45.0,11.0,7.0,54.0,63.0,91.0
EMIF,290.0,85.0,84.0,13.0,8.0,182.0,94.0,258.0
JADNI,60.0,19.0,9.0,0.0,10.0,17.0,5.0,77.0
