,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,318.0,220.0,0.0,26.0,64.0,115.0,0.0,274.0
EPAD,639.0,225.0,83.0,0.0,4.0,119.0,12.0,155.0
NACC,166.0,59.0,30.0,23.0,9.0,51.0,58.0,110.0
EMIF,288.0,165.0,34.0,64.0,27.0,138.0,21.0,277.0
JADNI,56.0,21.0,12.0,0.0,10.0,12.0,6.0,80.0
