,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,266.0,106.0,0.0,33.0,97.0,168.0,0.0,347.0
EPAD,639.0,222.0,85.0,0.0,3.0,120.0,13.0,155.0
NACC,183.0,41.0,33.0,22.0,11.0,61.0,57.0,98.0
EMIF,264.0,188.0,21.0,98.0,35.0,120.0,12.0,276.0
JADNI,60.0,18.0,10.0,0.0,7.0,20.0,5.0,77.0
