,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,259.0,105.0,0.0,18.0,72.0,177.0,0.0,386.0
EPAD,848.0,86.0,9.0,4.0,8.0,210.0,3.0,69.0
NACC,172.0,28.0,25.0,16.0,15.0,87.0,60.0,103.0
EMIF,303.0,115.0,92.0,24.0,11.0,145.0,91.0,233.0
JADNI,61.0,14.0,14.0,0.0,4.0,22.0,8.0,74.0
