,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,255.0,96.0,0.0,14.0,74.0,181.0,0.0,397.0
EPAD,733.0,198.0,84.0,0.0,3.0,98.0,16.0,105.0
NACC,196.0,44.0,27.0,39.0,27.0,62.0,32.0,79.0
EMIF,303.0,91.0,76.0,24.0,14.0,176.0,77.0,253.0
JADNI,61.0,27.0,8.0,1.0,13.0,12.0,5.0,70.0
