,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,270.0,127.0,0.0,17.0,70.0,166.0,0.0,367.0
EPAD,676.0,250.0,90.0,0.0,3.0,83.0,8.0,127.0
NACC,185.0,34.0,18.0,23.0,18.0,82.0,49.0,97.0
EMIF,281.0,221.0,51.0,59.0,21.0,102.0,20.0,259.0
JADNI,60.0,21.0,8.0,0.0,11.0,13.0,5.0,79.0
