,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,260.0,108.0,0.0,16.0,70.0,178.0,0.0,385.0
EPAD,639.0,224.0,84.0,0.0,4.0,119.0,12.0,155.0
NACC,176.0,53.0,36.0,21.0,7.0,62.0,54.0,97.0
EMIF,314.0,200.0,47.0,61.0,15.0,106.0,18.0,253.0
JADNI,58.0,15.0,9.0,0.0,10.0,19.0,5.0,81.0
