,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,315.0,133.0,3.0,14.0,48.0,187.0,0.0,317.0
EPAD,732.0,197.0,86.0,0.0,3.0,98.0,16.0,105.0
NACC,184.0,45.0,20.0,30.0,20.0,63.0,44.0,100.0
EMIF,216.0,81.0,23.0,41.0,33.0,225.0,43.0,352.0
JADNI,59.0,21.0,7.0,1.0,13.0,14.0,5.0,77.0
