,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,301.0,174.0,0.0,21.0,67.0,137.0,0.0,317.0
EPAD,676.0,250.0,90.0,0.0,3.0,83.0,8.0,127.0
NACC,169.0,28.0,13.0,39.0,36.0,88.0,35.0,98.0
EMIF,192.0,104.0,26.0,56.0,40.0,177.0,31.0,388.0
JADNI,60.0,21.0,8.0,0.0,11.0,13.0,5.0,79.0
