,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,299.0,174.0,0.0,23.0,69.0,135.0,0.0,317.0
EPAD,639.0,222.0,85.0,0.0,4.0,119.0,13.0,155.0
NACC,193.0,42.0,26.0,26.0,13.0,62.0,53.0,91.0
EMIF,284.0,81.0,67.0,27.0,16.0,185.0,85.0,269.0
JADNI,49.0,6.0,6.0,1.0,13.0,24.0,7.0,91.0
