,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,302.0,195.0,1.0,12.0,49.0,133.0,0.0,325.0
EPAD,676.0,249.0,90.0,0.0,3.0,83.0,8.0,128.0
NACC,185.0,40.0,27.0,35.0,16.0,58.0,52.0,93.0
EMIF,303.0,176.0,37.0,62.0,23.0,129.0,23.0,261.0
JADNI,59.0,14.0,15.0,0.0,3.0,22.0,9.0,75.0
