,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,258.0,98.0,0.0,28.0,94.0,176.0,0.0,363.0
EPAD,692.0,176.0,79.0,0.0,3.0,139.0,22.0,126.0
NACC,160.0,44.0,14.0,47.0,26.0,61.0,42.0,112.0
EMIF,196.0,60.0,30.0,27.0,26.0,247.0,60.0,368.0
JADNI,57.0,15.0,11.0,0.0,7.0,18.0,5.0,84.0
