,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,257.0,110.0,1.0,9.0,55.0,178.0,0.0,407.0
EPAD,639.0,222.0,85.0,0.0,4.0,119.0,13.0,155.0
NACC,198.0,41.0,17.0,30.0,16.0,84.0,36.0,84.0
EMIF,218.0,50.0,56.0,17.0,8.0,240.0,125.0,300.0
JADNI,46.0,21.0,22.0,0.0,5.0,11.0,7.0,85.0
