,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,266.0,120.0,0.0,19.0,71.0,168.0,0.0,373.0
EPAD,731.0,198.0,86.0,0.0,3.0,98.0,16.0,105.0
NACC,210.0,30.0,17.0,22.0,20.0,84.0,43.0,80.0
EMIF,204.0,56.0,72.0,16.0,9.0,223.0,133.0,301.0
JADNI,53.0,10.0,19.0,0.0,2.0,23.0,10.0,80.0
