,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,298.0,174.0,0.0,23.0,69.0,136.0,0.0,317.0
EPAD,676.0,250.0,90.0,0.0,3.0,83.0,8.0,127.0
NACC,189.0,38.0,27.0,17.0,14.0,69.0,55.0,97.0
EMIF,222.0,78.0,30.0,38.0,27.0,217.0,46.0,356.0
JADNI,59.0,13.0,16.0,0.0,1.0,24.0,13.0,71.0
