,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,260.0,193.0,42.0,0.0,2.0,121.0,20.0,379.0
EPAD,845.0,187.0,32.0,8.0,0.0,95.0,5.0,65.0
NACC,160.0,52.0,49.0,17.0,9.0,53.0,55.0,111.0
EMIF,310.0,178.0,89.0,28.0,12.0,117.0,40.0,240.0
JADNI,59.0,19.0,10.0,0.0,8.0,17.0,5.0,79.0
