,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,288.0,155.0,0.0,22.0,68.0,146.0,0.0,338.0
EPAD,848.0,87.0,8.0,4.0,8.0,210.0,3.0,69.0
NACC,210.0,47.0,16.0,32.0,18.0,69.0,34.0,80.0
EMIF,310.0,158.0,48.0,47.0,17.0,140.0,41.0,253.0
JADNI,57.0,13.0,9.0,0.0,7.0,23.0,6.0,82.0
