,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,296.0,187.0,0.0,27.0,76.0,124.0,0.0,307.0
EPAD,692.0,175.0,79.0,0.0,3.0,139.0,22.0,127.0
NACC,186.0,43.0,19.0,27.0,21.0,66.0,50.0,94.0
EMIF,280.0,206.0,23.0,101.0,35.0,101.0,9.0,259.0
JADNI,49.0,3.0,10.0,0.0,4.0,31.0,10.0,90.0
