,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,259.0,108.0,0.0,17.0,71.0,177.0,0.0,385.0
EPAD,692.0,176.0,79.0,0.0,3.0,139.0,22.0,126.0
NACC,192.0,39.0,26.0,13.0,14.0,70.0,58.0,94.0
EMIF,239.0,197.0,47.0,51.0,25.0,119.0,30.0,306.0
JADNI,58.0,17.0,8.0,0.0,11.0,15.0,5.0,83.0
