,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,288.0,154.0,0.0,23.0,69.0,146.0,0.0,337.0
EPAD,689.0,176.0,82.0,0.0,3.0,139.0,22.0,126.0
NACC,177.0,41.0,22.0,23.0,18.0,64.0,53.0,108.0
EMIF,292.0,122.0,126.0,13.0,5.0,136.0,85.0,235.0
JADNI,59.0,18.0,8.0,0.0,11.0,14.0,5.0,82.0
