,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,261.0,196.0,44.0,0.0,2.0,116.0,22.0,376.0
EPAD,906.0,31.0,6.0,2.0,10.0,251.0,0.0,31.0
NACC,200.0,40.0,15.0,39.0,25.0,76.0,31.0,80.0
EMIF,206.0,171.0,13.0,84.0,47.0,130.0,15.0,348.0
JADNI,61.0,28.0,8.0,0.0,11.0,12.0,5.0,72.0
