,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,265.0,120.0,0.0,18.0,70.0,171.0,0.0,373.0
EPAD,698.0,285.0,90.0,0.0,4.0,60.0,7.0,93.0
NACC,178.0,55.0,26.0,20.0,9.0,57.0,55.0,106.0
EMIF,249.0,68.0,41.0,25.0,18.0,225.0,91.0,297.0
JADNI,59.0,18.0,12.0,0.0,5.0,18.0,6.0,79.0
