,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,331.0,223.0,0.0,48.0,63.0,116.0,0.0,236.0
EPAD,907.0,32.0,6.0,2.0,9.0,250.0,0.0,31.0
NACC,172.0,47.0,30.0,16.0,9.0,60.0,65.0,107.0
EMIF,260.0,227.0,91.0,34.0,12.0,90.0,37.0,263.0
JADNI,47.0,6.0,5.0,0.0,11.0,26.0,8.0,94.0
