,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,266.0,96.0,15.0,0.0,16.0,214.0,10.0,400.0
EPAD,722.0,170.0,2.0,53.0,41.0,132.0,1.0,116.0
NACC,201.0,35.0,30.0,14.0,12.0,67.0,59.0,88.0
EMIF,221.0,95.0,18.0,56.0,45.0,195.0,29.0,355.0
JADNI,60.0,16.0,12.0,0.0,5.0,22.0,6.0,76.0
