,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,245.0,117.0,22.0,0.0,11.0,182.0,10.0,430.0
EPAD,639.0,223.0,85.0,0.0,3.0,120.0,13.0,154.0
NACC,177.0,45.0,36.0,18.0,8.0,60.0,57.0,105.0
EMIF,264.0,182.0,124.0,32.0,21.0,92.0,61.0,238.0
JADNI,60.0,21.0,8.0,0.0,11.0,13.0,5.0,79.0
