,A-T-N-,A-T+N+,A-T-N+,A-T+N-,A+T+N-,A+T-N-,A+T-N+,A+T+N+
ADNI,301.0,175.0,0.0,20.0,66.0,137.0,0.0,318.0
EPAD,797.0,32.0,0.0,118.0,85.0,180.0,0.0,25.0
NACC,179.0,57.0,34.0,18.0,10.0,56.0,48.0,104.0
EMIF,321.0,183.0,49.0,52.0,13.0,118.0,27.0,251.0
JADNI,51.0,5.0,8.0,0.0,8.0,25.0,7.0,93.0
