Feature,Feature_old,CURIE,Definition,Synonyms,A4,ADNI,AIBL,ANM,EMIF,EPAD,JADNI,NACC,ROSMAP,DOD-ADNI,PREVENT-AD,ARWIBO,I-ADNI,EDSD,OASIS,PharmaCog,VITA,WMH-AD,VASCULAR,ABVIB
Right Temporal Pole Gray Matter Volume,Right Temporal Pole gray matter Volume,EFO:0010334,,,RightTemporalpole,ST119CV,,,,lrtpv,rh_(temporalpole)GrayVol,,,ST119CV,,rh_temporalpole_volume,rh_temporalpole_volume,rh_temporalpole_volume,rh_temporalpole_volume,rh_temporalpole_volume,rh_temporalpole_volume,rh_temporalpole_volume,,
Left Frontal Pole Gray Matter Volume,Left Frontal Pole gray matter Volume,EFO:0010304,,,,ST25CV,,,,llfpv,lh_(frontalpole)GrayVol,,,ST25CV,,lh_frontalpole_volume,lh_frontalpole_volume,lh_frontalpole_volume,lh_frontalpole_volume,lh_frontalpole_volume,lh_frontalpole_volume,lh_frontalpole_volume,,
Left Temporal Pole Gray Matter Volume,Left Temporal Pole gray matter Volume,EFO:0010334,,,LeftTemporalpole,ST60CV,,,,,lh_(temporalpole)GrayVol,,,ST60CV,,,,,,,,,,
Left Pole Occipital Volume From Qdec,Left_Pole_occipital_volume_from_Qdec_lh,,,,,,,,,,(Pole_occipital)GrayVol,,,,,lh_Pole_occipital_volume,lh_Pole_occipital_volume,lh_Pole_occipital_volume,lh_Pole_occipital_volume,lh_Pole_occipital_volume,lh_Pole_occipital_volume,lh_Pole_occipital_volume,,
Left Pole Temporal Volume From Qdec,Left_Pole_temporal_volume_from_Qdec_lh,,,,,,,,,,(Pole_temporal)GrayVol,,,,,lh_Pole_temporal_volume,lh_Pole_temporal_volume,lh_Pole_temporal_volume,lh_Pole_temporal_volume,lh_Pole_temporal_volume,lh_Pole_temporal_volume,lh_Pole_temporal_volume,,
Left Temporalpole Volume From Qdec aparc,Left_temporalpole_volume_from_Qdec_lh.aparc,,,,,,,,,lltpv,lh_(temporalpole)GrayVol,,,,,lh_temporalpole_volume,lh_temporalpole_volume,lh_temporalpole_volume,lh_temporalpole_volume,lh_temporalpole_volume,lh_temporalpole_volume,lh_temporalpole_volume,,
Right Pole Occipital Volume From Qdec,Right_Pole_occipital_volume_from_Qdec_rh,,,,,,,,,,(Pole_occipital)GrayVol,,,,,rh_Pole_occipital_volume,rh_Pole_occipital_volume,rh_Pole_occipital_volume,rh_Pole_occipital_volume,rh_Pole_occipital_volume,rh_Pole_occipital_volume,rh_Pole_occipital_volume,,
Right Pole Temporal Volume From Qdec,Right_Pole_temporal_volume_from_Qdec_rh,,,,,,,,,,(Pole_temporal)GrayVol,,,,,rh_Pole_temporal_volume,rh_Pole_temporal_volume,rh_Pole_temporal_volume,rh_Pole_temporal_volume,rh_Pole_temporal_volume,rh_Pole_temporal_volume,rh_Pole_temporal_volume,,
