,A-beta 1-42 in CSF,pTau in CSF,tTau in CSF
ADNI,289.42,43.87,431.87
EPAD,349.32,42.25,427.25
PREVENT-AD,580.72,80.59,497.41
NACC_ELISA,313.27,80.69,683.42
EMIF_ELISA,173.6,96.22,668.57
NACC_XMAP,59.52,53.42,80.17
EMIF_XMAP,220.02,63.0,125.45
DOD-ADNI,274.27,37.88,400.27
JADNI,170.25,68.91,131.51
